Pathway,n_genes,p_val,mean_score,median_score,stat,FDR
Reticulophagy (GO:0061709),16,7.620621340586804e-11,0.03472366159857402,-0.0106367765711457,182920.0,2.0705228182374347e-07
Regulation Of Adenylate Cyclase Activity (GO:0045761),17,3.6959772162527075e-10,0.10461855182356924,-0.0106367765711457,192389.0,5.020985048279303e-07
Regulation Of Smooth Muscle Contraction (GO:0006940),20,1.2576373639604871e-08,-0.010546619986373856,-0.0106367765711457,221008.0,1.1390002392935477e-05
Negative Regulation Of Immune Effector Process (GO:0002698),15,9.249885508554678e-06,-0.0012506102434403537,-0.0106367765711457,163542.0,0.006282984731685765
Organelle Disassembly (GO:1903008),54,1.650848878264429e-05,0.00309574632402699,-0.0106367765711457,556390.0,0.007039486664421927
Lysosomal Lumen Acidification (GO:0007042),16,1.790498295017546e-05,0.08835664405684025,-0.0106367765711457,173195.0,0.007039486664421927
Regulation Of Cardiac Muscle Contraction By Regulation Of The Release Of Sequestered Calcium Ion (GO:0010881),16,1.9202789413362814e-05,0.022007796785395918,-0.0106367765711457,173126.0,0.007039486664421927
Membrane Depolarization During Cardiac Muscle Cell Action Potential (GO:0086012),16,2.2428698759521493e-05,-0.010264493168417464,-0.0106367765711457,172972.0,0.007039486664421927
DNA Damage Checkpoint Signaling (GO:0000077),34,2.567957740632576e-05,-0.0025884399772912532,-0.0106367765711457,355384.0,0.007039486664421927
Skeletal Muscle Organ Development (GO:0060538),34,2.5909041827095795e-05,0.02757282416682535,-0.0106367765711457,355371.0,0.007039486664421927
G Protein-Coupled Acetylcholine Receptor Signaling Pathway (GO:0007213),17,4.342907968637201e-05,-0.010620778937454771,-0.0106367765711457,182529.0,0.010726982682533887
Positive Regulation Of DNA Replication (GO:0045740),18,7.001530248425758e-05,-0.006512795248213011,-0.0106367765711457,192210.0,0.015571846430725775
Positive Regulation Of G Protein-Coupled Receptor Signaling Pathway (GO:0045745),18,7.450644225227643e-05,-0.010605601102182022,-0.0106367765711457,192140.0,0.015571846430725775
RNA Destabilization (GO:0050779),19,0.00010147447336522362,0.030122459273727708,-0.0106367765711457,201958.0,0.019693296009522326
Regulation Of Cardiac Muscle Contraction By Calcium Ion Signaling (GO:0010882),20,0.00016995645197540583,0.015478882114087595,-0.0106367765711457,211480.0,0.030784778667811846
DNA Integrity Checkpoint Signaling (GO:0031570),42,0.00022721047806789155,-0.004121456471358767,-0.0106367765711457,431932.0,0.03858317930690384
Positive Regulation Of Translational Initiation (GO:0045948),21,0.0002517078891753014,0.003576195303584132,-0.0106367765711457,221099.0,0.039855134268244406
Positive Regulation Of Vacuole Organization (GO:0044090),21,0.0002640384309269044,-0.005666473026348786,-0.0106367765711457,221036.0,0.039855134268244406
Acetylcholine Receptor Signaling Pathway (GO:0095500),21,0.0002972587829280222,-0.010623826105776854,-0.0106367765711457,220879.0,0.04250800595870718
Cell-Cell Junction Assembly (GO:0007043),70,0.00031345341702145485,-0.004266922218510096,-0.0106367765711457,708972.0,0.04258264670236464
Regulation Of Intracellular Steroid Hormone Receptor Signaling Pathway (GO:0033143),22,0.0003618772173520577,0.022133667655850855,-0.0106367765711457,230710.0,0.044612595017383495
Negative Regulation Of Protein Localization To Nucleus (GO:1900181),22,0.00036240188727151395,0.02167360850349904,-0.0106367765711457,230708.0,0.044612595017383495
Regulation Of Release Of Sequestered Calcium Ion Into Cytosol By Sarcoplasmic Reticulum (GO:0010880),22,0.00037765538660280474,0.01310473132452093,-0.0106367765711457,230651.0,0.044612595017383495
Regulation Of Lysosomal Lumen pH (GO:0035751),23,0.0005101319532471589,0.05822821169180105,-0.0106367765711457,240304.0,0.055447371901296026
Regulation Of mRNA Catabolic Process (GO:0061013),46,0.0005240627189515904,0.006199359182707082,-0.0106367765711457,470127.0,0.055447371901296026
Stress Granule Assembly (GO:0034063),23,0.0005305968602994835,-0.0006495438195702528,-0.0106367765711457,240247.0,0.055447371901296026
Regulation Of Intracellular Estrogen Receptor Signaling Pathway (GO:0033146),25,0.0009533277951495464,0.01820121434861127,-0.0106367765711457,259459.0,0.09593302294153028
Cell-Cell Adhesion Mediated By Cadherin (GO:0044331),25,0.0010410969345508727,-0.008971171844692727,-0.0106367765711457,259319.0,0.09833779118432162
Negative Regulation Of Telomere Maintenance Via Telomere Lengthening (GO:1904357),25,0.0010496120516545187,-0.00709657736251212,-0.0106367765711457,259306.0,0.09833779118432162
Regulation Of Cell Development (GO:0060284),51,0.0011456662931278,0.0065001767184962355,-0.0106367765711457,518031.0,0.1037591772809411
Positive Regulation Of Adenylate Cyclase Activity (GO:0045762),26,0.001281107696544301,0.06472223242588727,-0.0106367765711457,269005.0,0.10982993043793124
Regulation Of Cardiac Muscle Cell Contraction (GO:0086004),26,0.0012935435311055574,0.015940745108039462,-0.0106367765711457,268989.0,0.10982993043793124
Cellular Response To Ionizing Radiation (GO:0071479),52,0.001367464083015537,-0.0062711249145993445,-0.0106367765711457,527519.0,0.11258787616827921
Vacuolar Acidification (GO:0007035),27,0.0016084974933177603,0.04802599120840153,-0.0106367765711457,278630.0,0.12853787321601043
Clathrin-Dependent Endocytosis (GO:0072583),27,0.001723298357858818,0.02306621376184413,-0.0106367765711457,278511.0,0.1337771896657831
Eye Development (GO:0001654),55,0.002167140282631837,-0.01013104461056828,-0.0106367765711457,556055.0,0.1605024470070331
Positive Regulation Of Calcium Ion Transport (GO:0051928),28,0.002185716061560627,0.05912856682468059,-0.0106367765711457,288084.0,0.1605024470070331
Regulation Of Calcium Ion Transport (GO:0051924),56,0.002358134016725422,0.03954755636013908,-0.0106367765711457,565714.0,0.16860658219586766
Signal Transduction In Response To DNA Damage (GO:0042770),57,0.002643320557579893,-0.005836014392355328,-0.0106367765711457,575287.0,0.18415133217806587
Regulation Of Voltage-Gated Calcium Channel Activity (GO:1901385),29,0.0027428402420748644,0.012987738767443708,-0.0106367765711457,297646.0,0.18630742344293516
